source,target,id,developer_comments
tip_explanation#156,"July 23rd, 11:00 AM. Haine's disguise as Shadow Shinpei splits the group; Mio heads SW fields, Hizuru to Torashima (Tiger Island). Reuniting with Shadow Mio, Shinpei rushes to Mio's field but finds them in Hiruko Cave for Mother. Tokiko reports uphill battle on Torashima. Shinpei loops, vowing rescue before taking his life. [Summarized - see notes]",tip_explanation#156,８度目のＥＮＤ
tip_title#157,9th END,tip_title#157,９度目のＥＮＤ
tip_explanation#157,"July 24th, before 6:00 AM.
The Ushio he had been traveling with all this time was the Ushio from the 3rd loop.
By having the 9th loop's Ushio read the memories she left behind,
Shinpei and his allies magnificently resurrected Ushio.
In order to outwit Haine and the others,
Shinpei opted to loop from an advantageous position—what could his true intentions be?",tip_explanation#157,９度目のＥＮＤ
tip_title#158,route: Kaori Koyuba,tip_title#158,route：小弓場かおり
tip_explanation#158,"Shinpei reunites with a young girl at the Hitogashima Island port. It's Kaori Koyuba, his classmate from elementary school. She says she was invited to perform in a live concert event at the Hitogashima Summer Festival. Shinpei is surprised that this girl, who gave off such a quiet and shy impression, has become a popular idol. Largely due to her appearance, this year's Summer Festival records unprecedented attendance, but behind the scenes, a terrifying plan is being devised.",tip_explanation#158,route：小弓場かおり
tip_title#159,route: Tetsu Totsumura,tip_title#159,route：凸村哲
tip_explanation#159,"Feeling a sense of crisis regarding the existence of the Shadows, Shinpei and Mio rely on Totsumura to enlist the help of the police. Their feelings get through to a half-doubting Totsumura, who begins to burn with his mission as a Hero of Justice. However, with a detective from the mainland going missing immediately after arriving on the island, the demonic hands of the Shadows are steadily drawing closer. Is there truly a way to defeat the Shadows?",tip_explanation#159,route：凸村哲
tip_title#160,route: Mio Kofune,tip_title#160,route：小舟澪
tip_explanation#160,"On the night of the Hitogashima Summer Festival, the shrine grounds are thrown into a panic by the sudden appearance of the Shadows. Shinpei grabs Mio's hand and flees. To keep his promise to Ushio, he cannot leave Mio all alone. He will protect her, even at the cost of his own life. Having resolved this, Shinpei regroups with Alain and considers escaping from the island, but is completely unaware that they have walked right into the enemy's trap.",tip_explanation#160,route：小舟澪
tip_title#161,route: Hizuru Minakata,tip_title#161,route：南方ひづる
tip_explanation#161,"Transported into the memories of Hizuru's middle school days, Shinpei and Ushio
learn that Hizuru and Haine used to be close friends.
Perhaps they can change history.
Thinking this, Shinpei and Ushio succeed in interfering with past events.
However, things don't go entirely as planned,
and a tribulation different from the original history awaits them.",tip_explanation#161,route：南方ひづる
tip_title#162,route: Tokiko Hishigata,tip_title#162,route：菱形朱鷺子
tip_explanation#162,"Tokiko finds herself agonizing between her beloved family and Haine on one side,
and her best friends like Mio on the other.
She just wants to live a peaceful, happy life,
but caught in relationships that cannot coexist, unable to consult anyone,
only her sins and suffering continue to swell.
At last, the time comes for her to make a decision.
Was her choice the right one? Nobody knows.",tip_explanation#162,route：菱形朱鷺子
tip_title#163,route: Ushio Kofune,tip_title#163,route：小舟潮
tip_explanation#163,"Shinpei returns to Hitogashima Island to attend Ushio's funeral. He and Ushio had an argument over his move to Tokyo, and hadn't made up since. Shinpei fiercely regrets that he postponed it when he had countless opportunities to make amends. Strange things begin happening around him. Eerie Shadows strolling the island, and the inexplicable phenomenon of returning to the past every time he is killed. And then, Shinpei reunites with the supposedly dead Ushio.",tip_explanation#163,route：小舟潮
tip_title#164,epilogue: Kaori Koyuba,tip_title#164,epilogue：小弓場かおり
tip_explanation#164,"Kaori shares memories of Hitogashima Island at a talk show. She hunts for material with Shinpei and others but struggles. Ushio recalls the time capsule buried when Kaori left school. It offers insight into her past, sparking hope to awaken lost memories. The group searches using limited clues, though Kaori grows dispirited. Inside lies a secret she refuses to reveal. [Summarized - see notes]",tip_explanation#164,epilogue：小弓場かおり
tip_title#165,epilogue: Mio Kofune,tip_title#165,epilogue：小舟澪
tip_explanation#165,"Shinpei and Ushio reunite for the first time in two years. Even though they aren't officially dating, seeing them mutually yearn for each other leaves a cloud in Mio's heart. Shinpei treats her gently without noticing her feelings. What does she want to do? What should she do? To get rid of this cloud and take even a small step forward, Mio resolves to confess her feelings.",tip_explanation#165,epilogue：小舟澪
tip_title#166,epilogue: Hizuru Minakata,tip_title#166,epilogue：南方ひづる
tip_explanation#166,"Stuck on ideas for her new novel, Hizuru returns to Hitogashima Island seeking a way out of her slump. She intended to quietly brainstorm on her own, but ends up having to look after her niece, Hoine. Though initially bewildered, acting alongside Hoine makes Hizuru realize she is viewing the island from a different perspective than usual. Gathering the fragments of sparkling ideas left in their footprints, Hizuru weaves a new tale.",tip_explanation#166,epilogue：南方ひづる
tip_title#167,epilogue: Ushio Kofune,tip_title#167,epilogue：小舟潮
tip_explanation#167,"Shinpei and Ushio reunite for the first time in two years. Things had been awkward between them since Shinpei moved to Tokyo, but driven by terribly overwhelming affection and the fear of never seeing each other again, they instinctively embrace. Even though they continue to drift past each other afterward, they remain connected in their hearts, reaffirming that they are absolutely indispensable to one another.",tip_explanation#167,epilogue：小舟潮
